y,m,d,Rainfall,Snowfall,SNO,SNOmlt,Tsnow,Pn,Ps,Pr,En,Es,S,R,Q1,Q9,Qr,Qd,Qsim,Qobs
1986,6,24,0.870,0.000,0.000,0.000,17.300,0.000,0.000,0.959,2.450,2.211,445.501,40.405,0.282,1.673,1.341,0.000,1.341,3.75
1986,6,25,0.000,0.000,0.000,0.000,18.300,0.000,0.000,0.907,4.460,4.007,440.587,39.433,0.100,0.830,1.178,0.000,1.178,2.20
1986,6,26,0.020,0.000,0.000,0.000,18.600,0.000,0.000,0.855,4.750,4.244,435.488,38.593,0.089,0.784,1.051,0.000,1.051,1.96
1986,6,27,0.000,0.000,0.000,0.000,19.600,0.000,0.000,0.805,4.980,4.423,430.259,37.851,0.084,0.738,0.949,0.000,0.949,1.80
1986,6,28,0.000,0.000,0.000,0.000,20.200,0.000,0.000,0.756,5.150,4.546,424.957,37.184,0.079,0.694,0.864,0.000,0.864,1.65
1986,6,29,0.140,0.000,0.000,0.000,19.600,0.000,0.000,0.716,4.480,3.931,420.311,36.579,0.074,0.655,0.793,0.000,0.793,1.46
1986,6,30,0.000,0.000,0.000,0.000,18.300,0.000,0.000,0.677,4.550,3.969,415.665,36.026,0.070,0.620,0.733,0.000,0.733,1.39
1986,7,1,0.010,0.000,0.000,0.000,17.600,0.000,0.000,0.641,4.400,3.816,411.208,35.515,0.067,0.587,0.680,0.000,0.680,1.37
1986,7,2,0.070,0.000,0.000,0.000,19.000,0.000,0.000,0.608,4.390,3.785,406.815,35.039,0.063,0.556,0.634,0.000,0.634,1.34
1986,7,3,4.080,0.000,0.000,0.000,18.800,0.340,0.127,0.817,0.000,0.000,406.338,34.732,0.068,0.677,0.606,0.000,0.606,1.64
1986,7,4,2.690,0.000,0.000,0.000,18.700,0.000,0.000,0.593,1.080,0.927,404.818,34.384,0.074,0.595,0.575,0.000,0.575,1.32
1986,7,5,0.140,0.000,0.000,0.000,19.400,0.000,0.000,0.566,3.620,3.096,401.156,34.004,0.059,0.517,0.543,0.000,0.543,1.13
1986,7,6,41.460,0.000,0.000,0.000,15.700,40.610,14.985,26.301,0.000,0.000,415.465,47.116,0.949,16.577,3.123,0.608,3.731,7.82
1986,7,7,24.300,0.000,0.000,0.000,13.000,21.270,7.541,14.462,0.000,0.000,422.273,54.638,2.170,16.279,7.689,1.101,8.790,11.96
1986,7,8,5.510,0.000,0.000,0.000,11.600,2.950,1.033,2.652,0.000,0.000,422.571,52.522,1.059,5.642,5.963,0.000,5.963,8.30
1986,7,9,1.590,0.000,0.000,0.000,12.800,0.000,0.000,0.714,2.070,1.813,420.045,48.462,0.221,1.176,3.673,0.000,3.673,5.21
1986,7,10,1.490,0.000,0.000,0.000,13.300,0.000,0.000,0.700,1.040,0.909,418.436,45.388,0.075,0.634,2.529,0.000,2.529,3.42
1986,7,11,4.570,0.000,0.000,0.000,14.300,1.470,0.524,1.644,0.000,0.000,418.262,43.636,0.103,1.219,2.034,0.000,2.034,3.17
1986,7,12,3.090,0.000,0.000,0.000,13.600,0.500,0.179,1.016,0.000,0.000,417.746,42.210,0.141,1.087,1.697,0.000,1.697,5.73
1986,7,13,0.920,0.000,0.000,0.000,13.500,0.000,0.000,0.670,2.610,2.272,414.805,40.773,0.091,0.698,1.408,0.000,1.408,3.18
1986,7,14,0.360,0.000,0.000,0.000,13.000,0.000,0.000,0.646,2.720,2.359,411.800,39.524,0.067,0.588,1.193,0.000,1.193,2.36
1986,7,15,0.000,0.000,0.000,0.000,14.700,0.000,0.000,0.614,4.060,3.504,407.682,38.474,0.064,0.562,1.034,0.000,1.034,1.98
1986,7,16,0.000,0.000,0.000,0.000,16.200,0.000,0.000,0.583,4.310,3.699,403.400,37.569,0.060,0.533,0.912,0.000,0.912,1.74
1986,7,17,0.130,0.000,0.000,0.000,18.000,0.000,0.000,0.553,4.280,3.652,399.196,36.775,0.057,0.506,0.816,0.000,0.816,1.54
1986,7,18,34.060,0.000,0.000,0.000,15.000,32.310,12.112,20.835,0.000,0.000,410.671,46.566,0.759,13.161,2.921,0.310,3.231,3.94
1986,7,19,10.980,0.000,0.000,0.000,11.500,9.870,3.609,6.921,0.000,0.000,413.620,50.767,1.562,10.064,4.838,0.536,5.374,12.67
1986,7,20,0.620,0.000,0.000,0.000,13.100,0.000,0.000,0.643,1.740,1.507,411.469,48.151,0.501,2.309,3.538,0.000,3.538,6.20
1986,7,21,0.030,0.000,0.000,0.000,15.000,0.000,0.000,0.612,3.960,3.416,407.440,45.113,0.075,0.560,2.445,0.000,2.445,3.59
1986,7,22,0.000,0.000,0.000,0.000,16.700,0.000,0.000,0.582,4.190,3.595,403.264,42.879,0.060,0.532,1.848,0.000,1.848,2.59
1986,7,23,21.020,0.000,0.000,0.000,18.400,16.750,6.272,11.102,0.000,0.000,408.912,46.355,0.423,7.092,2.847,0.000,2.847,2.15
1986,7,24,25.220,0.000,0.000,0.000,11.500,22.820,8.302,15.202,0.000,0.000,416.530,52.176,1.232,12.551,5.722,0.223,5.945,2.12
1986,7,25,0.000,0.000,0.000,0.000,14.200,0.000,0.000,0.649,4.320,3.751,412.131,50.537,1.007,4.595,4.707,0.000,4.707,2.10
1986,7,26,0.100,0.000,0.000,0.000,16.700,0.000,0.000,0.623,3.160,2.730,408.778,46.751,0.092,0.567,2.988,0.000,2.988,2.07
1986,7,27,0.080,0.000,0.000,0.000,18.000,0.000,0.000,0.594,3.740,3.216,404.969,44.099,0.061,0.542,2.155,0.000,2.155,2.05
1986,7,28,0.020,0.000,0.000,0.000,19.100,0.000,0.000,0.563,4.390,3.754,400.652,42.095,0.058,0.515,1.672,0.000,1.672,1.96
1986,7,29,0.700,0.000,0.000,0.000,20.500,0.000,0.000,0.539,3.350,2.849,397.264,40.507,0.056,0.492,1.359,0.000,1.359,1.75
1986,7,30,2.380,0.000,0.000,0.000,20.200,0.000,0.000,0.529,1.240,1.051,395.684,39.213,0.054,0.479,1.144,0.000,1.144,1.58
1986,7,31,11.170,0.000,0.000,0.000,19.400,8.060,3.136,5.470,0.000,0.000,398.274,40.799,0.224,3.561,1.413,0.000,1.413,1.43
1986,8,1,12.920,0.000,0.000,0.000,17.200,11.320,4.346,7.546,0.000,0.000,402.048,44.193,0.609,6.219,2.181,0.000,2.181,1.28
1986,8,2,0.000,0.000,0.000,0.000,20.300,0.000,0.000,0.545,4.060,3.458,398.045,43.707,0.508,2.420,2.052,0.000,2.052,1.17
1986,8,3,0.030,0.000,0.000,0.000,22.600,0.000,0.000,0.515,4.660,3.946,393.584,41.757,0.067,0.472,1.600,0.000,1.600,1.05
1986,8,4,15.680,0.000,0.000,0.000,20.600,11.700,4.574,7.668,0.000,0.000,397.616,43.887,0.300,4.930,2.099,0.000,2.099,1.14
1986,8,5,21.460,0.000,0.000,0.000,16.000,19.740,7.538,12.793,0.000,0.000,404.563,49.161,0.931,10.101,3.994,0.097,4.092,1.46
1986,8,6,0.000,0.000,0.000,0.000,18.400,0.000,0.000,0.562,4.050,3.462,400.539,48.227,0.845,3.877,3.571,0.000,3.571,1.11
1986,8,7,0.210,0.000,0.000,0.000,18.300,0.000,0.000,0.540,3.160,2.687,397.312,45.115,0.079,0.492,2.445,0.000,2.445,1.02
1986,8,8,9.950,0.000,0.000,0.000,17.100,7.800,3.016,5.340,0.000,0.000,399.771,45.207,0.221,3.483,2.473,0.000,2.473,1.01
1986,8,9,0.300,0.000,0.000,0.000,18.100,0.000,0.000,0.532,3.680,3.125,396.114,43.967,0.358,1.804,2.120,0.000,2.120,0.95
1986,8,10,5.110,0.000,0.000,0.000,19.400,1.580,0.618,1.495,0.000,0.000,396.200,42.457,0.096,1.080,1.751,0.000,1.751,1.01
1986,8,11,1.530,0.000,0.000,0.000,19.000,0.000,0.000,0.517,2.120,1.793,393.890,40.999,0.114,0.735,1.450,0.000,1.450,0.92
1986,8,12,29.880,0.000,0.000,0.000,15.500,28.480,10.941,18.128,0.000,0.000,404.242,48.231,0.664,11.461,3.572,0.008,3.580,3.21
1986,8,13,0.630,0.000,0.000,0.000,16.000,0.000,0.000,0.571,2.160,1.847,401.823,48.662,1.170,5.353,3.762,0.010,3.773,4.03
1986,8,14,0.530,0.000,0.000,0.000,16.500,0.000,0.000,0.551,2.680,2.284,398.988,45.426,0.090,0.502,2.541,0.000,2.541,1.76
1986,8,15,0.010,0.000,0.000,0.000,18.500,0.000,0.000,0.526,3.830,3.249,395.214,43.072,0.054,0.480,1.894,0.000,1.894,1.39
1986,8,16,0.060,0.000,0.000,0.000,20.200,0.000,0.000,0.503,3.560,3.004,391.707,41.252,0.052,0.459,1.499,0.000,1.499,1.42
1986,8,17,1.300,0.000,0.000,0.000,19.700,0.000,0.000,0.488,2.150,1.807,389.412,39.788,0.050,0.443,1.236,0.000,1.236,2.17
1986,8,18,7.330,0.000,0.000,0.000,18.000,4.850,1.939,3.408,0.000,0.000,390.854,40.161,0.150,2.262,1.299,0.000,1.299,9.57
1986,8,19,22.840,0.000,0.000,0.000,15.500,20.420,7.999,12.967,0.000,0.000,398.307,45.894,0.667,9.036,2.691,0.056,2.747,5.45
1986,8,20,3.030,0.000,0.000,0.000,13.400,0.320,0.124,0.740,0.000,0.000,397.887,46.172,0.854,4.036,2.784,0.000,2.784,5.42
1986,8,21,0.000,0.000,0.000,0.000,14.900,0.000,0.000,0.522,3.120,2.644,394.721,43.665,0.090,0.530,2.041,0.000,2.041,3.16
1986,8,22,0.020,0.000,0.000,0.000,17.800,0.000,0.000,0.498,3.800,3.204,391.019,41.711,0.052,0.455,1.591,0.000,1.591,2.37
1986,8,23,18.670,0.000,0.000,0.000,13.100,17.110,6.720,10.929,0.000,0.000,397.200,45.432,0.412,6.961,2.543,0.000,2.543,6.20
1986,8,24,14.420,0.000,0.000,0.000,11.600,12.330,4.750,8.148,0.000,0.000,401.382,48.777,0.976,8.100,3.814,0.036,3.850,3.47
1986,8,25,1.750,0.000,0.000,0.000,12.500,0.000,0.000,0.557,1.160,0.989,399.836,47.062,0.557,2.594,3.103,0.000,3.103,2.04
1986,8,26,0.250,0.000,0.000,0.000,16.800,0.000,0.000,0.533,3.550,3.015,396.287,44.280,0.070,0.486,2.204,0.000,2.204,1.55
1986,8,27,3.820,0.000,0.000,0.000,12.100,2.560,0.999,2.097,0.000,0.000,396.750,42.999,0.108,1.456,1.877,0.000,1.877,1.41
1986,8,28,29.770,0.000,0.000,0.000,9.500,28.810,10.942,18.478,0.000,0.000,407.082,49.950,0.775,12.115,4.389,0.000,4.389,2.47
1986,8,29,1.780,0.000,0.000,0.000,9.200,0.000,0.000,0.600,0.770,0.662,405.820,49.797,1.196,5.468,4.310,0.000,4.310,5.05
1986,8,30,0.980,0.000,0.000,0.000,9.700,0.000,0.000,0.588,1.300,1.115,404.118,46.229,0.094,0.532,2.804,0.000,2.804,2.56
1986,8,31,0.600,0.000,0.000,0.000,11.200,0.000,0.000,0.572,1.850,1.582,401.963,43.699,0.058,0.519,2.050,0.000,2.050,1.79
1986,9,1,0.020,0.000,0.000,0.000,11.000,0.000,0.000,0.555,2.290,1.952,399.456,41.777,0.057,0.504,1.605,0.000,1.605,1.40
1986,9,2,0.010,0.000,0.000,0.000,12.300,0.000,0.000,0.540,1.830,1.555,397.361,40.252,0.055,0.490,1.314,0.000,1.314,1.23
1986,9,3,11.380,0.000,0.000,0.000,14.000,8.130,3.142,5.546,0.000,0.000,399.946,41.666,0.228,3.611,1.582,0.000,1.582,1.17
1986,9,4,2.090,0.000,0.000,0.000,10.100,0.000,0.000,0.553,0.230,0.196,399.197,41.330,0.372,1.874,1.514,0.000,1.514,1.10
1986,9,5,0.000,0.000,0.000,0.000,11.500,0.000,0.000,0.533,2.780,2.360,396.304,39.888,0.064,0.485,1.252,0.000,1.252,1.01
1986,9,6,0.000,0.000,0.000,0.000,14.200,0.000,0.000,0.512,3.160,2.671,393.121,38.692,0.053,0.466,1.066,0.000,1.066,0.90
1986,9,7,0.190,0.000,0.000,0.000,14.500,0.000,0.000,0.496,2.250,1.894,390.730,37.680,0.051,0.451,0.927,0.000,0.927,0.79
1986,9,8,0.050,0.000,0.000,0.000,13.700,0.000,0.000,0.483,1.960,1.645,388.602,36.810,0.049,0.438,0.820,0.000,0.820,0.74
1986,9,9,5.360,0.000,0.000,0.000,11.500,4.160,1.670,2.981,0.000,0.000,389.781,37.456,0.135,1.994,0.898,0.000,0.898,0.75
1986,9,10,2.300,0.000,0.000,0.000,10.400,1.270,0.509,1.252,0.000,0.000,389.800,37.656,0.233,1.603,0.924,0.000,0.924,0.75
1986,9,11,0.000,0.000,0.000,0.000,12.500,0.000,0.000,0.475,2.430,2.036,387.289,36.971,0.102,0.642,0.839,0.000,0.839,0.69
1986,9,12,0.500,0.000,0.000,0.000,15.300,0.000,0.000,0.462,2.050,1.712,385.116,36.184,0.049,0.419,0.750,0.000,0.750,0.66
1986,9,13,0.170,0.000,0.000,0.000,16.200,0.000,0.000,0.449,2.000,1.664,383.002,35.489,0.046,0.408,0.678,0.000,0.678,0.61
1986,9,14,0.250,0.000,0.000,0.000,16.400,0.000,0.000,0.438,1.790,1.485,381.079,34.872,0.045,0.397,0.619,0.000,0.619,0.52
1986,9,15,0.000,0.000,0.000,0.000,17.900,0.000,0.000,0.422,2.890,2.389,378.268,34.314,0.043,0.384,0.569,0.000,0.569,0.55
1986,9,16,0.000,0.000,0.000,0.000,18.300,0.000,0.000,0.407,2.710,2.231,375.630,33.805,0.042,0.371,0.527,0.000,0.527,0.69
1986,9,17,11.010,0.000,0.000,0.000,16.600,9.130,3.827,5.729,0.000,0.000,379.031,36.388,0.225,3.689,0.772,0.000,0.772,1.94
1986,9,18,9.880,0.000,0.000,0.000,13.200,8.580,3.554,5.470,0.000,0.000,382.141,39.725,0.554,4.994,1.225,0.121,1.346,1.78
1986,9,19,0.230,0.000,0.000,0.000,10.700,0.000,0.000,0.435,1.460,1.210,380.496,39.696,0.373,1.779,1.220,0.000,1.220,1.32
1986,9,20,1.040,0.000,0.000,0.000,13.000,0.000,0.000,0.430,0.460,0.380,379.686,38.465,0.053,0.388,1.033,0.000,1.033,1.01
1986,9,21,0.040,0.000,0.000,0.000,13.500,0.000,0.000,0.418,2.090,1.725,377.543,37.425,0.043,0.379,0.894,0.000,0.894,0.92
1986,9,22,0.000,0.000,0.000,0.000,12.100,0.000,0.000,0.406,2.220,1.826,375.312,36.528,0.041,0.369,0.788,0.000,0.788,0.92
1986,9,23,0.000,0.000,0.000,0.000,12.200,0.000,0.000,0.393,2.330,1.909,373.009,35.744,0.040,0.357,0.703,0.000,0.703,1.00
1986,9,24,1.210,0.000,0.000,0.000,12.500,0.000,0.000,0.390,0.230,0.188,372.430,35.054,0.039,0.352,0.636,0.000,0.636,0.92
1986,9,25,5.090,0.000,0.000,0.000,12.900,3.620,1.543,2.473,0.000,0.000,373.577,35.634,0.111,1.652,0.692,0.000,0.692,0.86
1986,9,26,2.340,0.000,0.000,0.000,10.700,1.190,0.506,1.081,0.000,0.000,373.687,35.872,0.195,1.356,0.717,0.000,0.717,0.80
1986,9,27,0.040,0.000,0.000,0.000,10.800,0.000,0.000,0.388,1.720,1.406,371.893,35.337,0.087,0.540,0.663,0.000,0.663,0.69
1986,9,28,0.020,0.000,0.000,0.000,10.800,0.000,0.000,0.378,1.860,1.516,369.999,34.687,0.040,0.343,0.602,0.000,0.602,0.61
1986,9,29,0.000,0.000,0.000,0.000,10.100,0.000,0.000,0.369,1.760,1.431,368.200,34.104,0.037,0.334,0.552,0.000,0.552,0.64
1986,9,30,0.000,0.000,0.000,0.000,11.200,0.000,0.000,0.359,1.910,1.548,366.293,33.577,0.037,0.326,0.509,0.000,0.509,0.70
1986,10,1,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.350,1.980,1.599,364.344,33.095,0.036,0.317,0.472,0.000,0.472,0.68
1986,10,2,0.000,0.000,0.000,0.000,13.600,0.000,0.000,0.340,2.050,1.650,362.353,32.653,0.035,0.309,0.441,0.000,0.441,0.60
1986,10,3,0.000,0.000,0.000,0.000,13.800,0.000,0.000,0.331,1.940,1.557,360.465,32.244,0.034,0.301,0.413,0.000,0.413,0.57
1986,10,4,0.000,0.000,0.000,0.000,13.500,0.000,0.000,0.323,1.800,1.440,358.702,31.865,0.033,0.293,0.389,0.000,0.389,0.52
1986,10,5,0.000,0.000,0.000,0.000,13.600,0.000,0.000,0.316,1.660,1.324,357.062,31.512,0.032,0.286,0.367,0.000,0.367,0.42
1986,10,6,0.030,0.000,0.000,0.000,13.900,0.000,0.000,0.309,1.550,1.233,355.520,31.183,0.031,0.280,0.348,0.000,0.348,0.45
1986,10,7,0.040,0.000,0.000,0.000,13.100,0.000,0.000,0.303,1.310,1.039,354.177,30.875,0.031,0.275,0.331,0.000,0.331,0.45
1986,10,8,1.750,0.000,0.000,0.000,12.200,0.510,0.232,0.581,0.000,0.000,354.106,30.753,0.040,0.446,0.324,0.000,0.324,0.44
1986,10,9,0.000,0.000,0.000,0.000,10.500,0.000,0.000,0.297,1.330,1.052,352.756,30.546,0.048,0.346,0.313,0.000,0.313,0.43
1986,10,10,0.000,0.000,0.000,0.000,10.300,0.000,0.000,0.291,1.460,1.152,351.313,30.276,0.030,0.264,0.299,0.000,0.299,0.41
1986,10,11,0.000,0.000,0.000,0.000,11.400,0.000,0.000,0.286,1.260,0.992,350.034,30.021,0.029,0.259,0.287,0.000,0.287,0.37
1986,10,12,0.000,0.000,0.000,0.000,11.400,0.000,0.000,0.282,0.990,0.778,348.975,29.780,0.028,0.255,0.275,0.000,0.275,0.29
1986,10,13,0.000,0.000,0.000,0.000,10.900,0.000,0.000,0.277,1.300,1.019,347.679,29.551,0.028,0.250,0.265,0.000,0.265,0.31
1986,10,14,0.000,0.000,0.000,0.000,12.100,0.000,0.000,0.271,1.440,1.126,346.281,29.333,0.027,0.245,0.255,0.000,0.255,0.36
1986,10,15,0.000,0.000,0.000,0.000,11.600,0.000,0.000,0.266,1.280,0.999,345.016,29.125,0.027,0.241,0.246,0.000,0.246,0.38
1986,10,16,0.000,0.000,0.000,0.000,10.800,0.000,0.000,0.262,1.070,0.833,343.922,28.926,0.026,0.237,0.237,0.000,0.237,0.38
1986,10,17,0.100,0.000,0.000,0.000,9.900,0.000,0.000,0.259,0.610,0.474,343.188,28.736,0.026,0.234,0.230,0.000,0.230,0.37
1986,10,18,0.000,0.000,0.000,0.000,9.500,0.000,0.000,0.255,1.060,0.822,342.111,28.555,0.026,0.231,0.222,0.000,0.222,0.33
1986,10,19,9.710,0.000,0.000,0.000,8.900,8.900,4.185,4.985,0.000,0.000,346.025,31.204,0.190,3.183,0.349,0.004,0.354,0.31
1986,10,20,17.150,0.000,0.000,0.000,9.700,15.620,7.202,8.716,0.000,0.000,352.929,36.933,0.619,6.816,0.834,0.366,1.201,0.80
1986,10,21,3.710,0.000,0.000,0.000,7.100,1.990,0.909,1.382,0.000,0.000,353.538,38.679,0.610,3.265,1.064,0.154,1.218,1.22
1986,10,22,3.950,0.000,0.000,0.000,11.100,3.110,1.416,1.999,0.000,0.000,354.649,38.705,0.174,1.629,1.067,0.000,1.067,0.75
1986,10,23,25.150,0.000,0.000,0.000,7.100,23.630,10.504,13.478,0.000,0.000,364.801,44.786,0.597,8.966,2.348,0.060,2.408,2.36
1986,10,24,2.360,0.000,0.000,0.000,3.500,1.220,0.536,1.037,0.000,0.000,364.984,45.644,0.894,4.363,2.610,0.000,2.610,0.87
1986,10,25,4.220,0.000,0.000,0.000,6.200,3.260,1.427,2.191,0.000,0.000,366.053,44.168,0.168,1.654,2.174,0.000,2.174,0.53
1986,10,26,6.480,0.000,0.000,0.000,3.400,5.680,2.472,3.576,0.000,0.000,368.157,44.019,0.265,2.837,2.134,0.000,2.134,0.40
1986,10,27,1.040,0.000,0.000,0.000,3.200,0.320,0.139,0.548,0.000,0.000,367.928,42.699,0.250,1.328,1.806,0.000,1.806,0.43
1986,10,28,0.000,0.000,0.000,0.000,2.400,0.000,0.000,0.362,0.910,0.738,366.829,40.889,0.054,0.377,1.430,0.000,1.430,0.43
1986,10,29,7.880,0.000,0.000,0.000,3.400,7.570,3.279,4.667,0.000,0.000,369.732,41.670,0.186,3.014,1.583,0.000,1.583,0.71
1986,10,30,1.000,0.000,0.000,0.000,5.900,0.600,0.259,0.717,0.000,0.000,369.615,41.216,0.321,1.734,1.492,0.000,1.492,1.47
1986,10,31,0.090,0.000,0.000,0.000,6.200,0.000,0.000,0.370,0.910,0.740,368.506,39.747,0.067,0.429,1.229,0.000,1.229,0.77
1986,11,1,1.600,0.000,0.000,0.000,7.000,1.170,0.507,1.034,0.000,0.000,368.642,38.821,0.061,0.747,1.084,0.000,1.084,0.58
1986,11,2,19.320,0.000,0.000,0.000,4.000,18.710,7.965,11.155,0.000,0.000,376.197,43.523,0.453,7.250,2.005,0.000,2.005,2.21
1986,11,3,0.540,0.000,0.000,0.000,1.800,0.000,0.000,0.408,0.150,0.123,375.666,43.932,0.723,3.329,2.111,0.000,2.111,2.89
1986,11,4,0.070,0.000,0.000,0.000,1.200,0.000,0.000,0.404,0.420,0.345,374.917,41.842,0.061,0.364,1.618,0.000,1.618,1.36
1986,11,5,0.000,0.000,0.000,0.000,1.300,0.000,0.000,0.399,0.610,0.500,374.019,40.193,0.040,0.360,1.304,0.000,1.304,0.96
1986,11,6,1.690,0.000,0.000,0.000,3.700,1.470,0.624,1.246,0.000,0.000,374.243,39.309,0.069,0.888,1.159,0.000,1.159,0.79
1986,11,7,0.040,0.000,0.000,0.000,4.600,0.000,0.000,0.395,0.770,0.631,373.218,38.320,0.093,0.590,1.013,0.000,1.013,0.78
1986,11,8,0.070,0.000,0.000,0.000,5.200,0.000,0.000,0.390,0.600,0.491,372.338,37.278,0.041,0.352,0.876,0.000,0.876,0.71
1986,11,9,0.340,0.000,0.000,0.000,4.700,0.000,0.000,0.387,0.240,0.196,371.755,36.384,0.039,0.349,0.772,0.000,0.772,0.58
1986,11,10,0.000,0.000,0.000,0.000,3.400,0.000,0.000,0.382,0.690,0.563,370.810,35.607,0.039,0.345,0.690,0.000,0.690,0.52
1986,11,11,0.000,0.000,0.000,0.000,3.900,0.000,0.000,0.377,0.630,0.513,369.920,34.924,0.038,0.341,0.624,0.000,0.624,0.49
1986,11,12,0.000,0.000,0.000,0.000,3.900,0.000,0.000,0.373,0.590,0.480,369.067,34.317,0.038,0.337,0.569,0.000,0.569,0.47
1986,11,13,0.000,0.000,0.000,0.000,3.500,0.000,0.000,0.369,0.630,0.512,368.186,33.773,0.037,0.333,0.524,0.000,0.524,0.45
1986,11,14,0.090,0.000,0.000,0.000,5.000,0.000,0.000,0.366,0.210,0.170,367.650,33.283,0.037,0.330,0.486,0.000,0.486,0.45
1986,11,15,0.000,0.000,0.000,0.000,5.800,0.000,0.000,0.362,0.640,0.519,366.770,32.839,0.036,0.327,0.454,0.000,0.454,0.40
1986,11,16,0.000,0.000,0.000,0.000,5.700,0.000,0.000,0.357,0.610,0.494,365.919,32.434,0.036,0.323,0.426,0.000,0.426,0.35
1986,11,17,4.400,0.000,0.000,0.000,6.900,3.920,1.710,2.574,0.000,0.000,367.265,33.359,0.113,1.706,0.492,0.000,0.492,0.35
1986,11,18,0.930,0.000,0.000,0.000,4.700,0.390,0.170,0.583,0.000,0.000,367.072,33.602,0.184,1.074,0.511,0.000,0.511,0.59
1986,11,19,0.000,0.000,0.000,0.000,3.500,0.000,0.000,0.359,0.550,0.445,366.268,33.181,0.054,0.385,0.479,0.000,0.479,0.44
1986,11,20,6.540,0.000,0.000,0.000,4.600,6.200,2.695,3.876,0.000,0.000,368.592,34.777,0.158,2.519,0.610,0.000,0.610,0.44
1986,11,21,8.660,0.000,0.000,0.000,3.300,8.270,3.558,5.099,0.000,0.000,371.763,37.727,0.423,4.252,0.933,0.054,0.987,1.51
1986,11,22,5.080,0.000,0.000,0.000,2.900,4.730,2.019,3.106,0.000,0.000,373.387,39.407,0.438,3.345,1.174,0.000,1.174,2.00
1986,11,23,14.210,0.000,0.000,0.000,1.900,14.140,5.946,8.620,0.000,0.000,378.907,43.158,0.506,6.238,1.915,0.000,1.915,4.56
1986,11,24,0.520,0.000,0.000,0.000,-0.400,0.030,0.013,0.441,0.000,0.000,378.496,43.118,0.568,2.651,1.905,0.000,1.905,2.86
1986,11,25,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.419,0.360,0.297,377.780,41.225,0.059,0.383,1.494,0.000,1.494,1.55
1986,11,26,2.350,0.000,0.000,0.000,1.700,2.030,0.850,1.601,0.000,0.000,378.209,40.341,0.083,1.115,1.330,0.000,1.330,1.31
1986,11,27,1.340,0.000,0.000,0.000,1.800,0.950,0.398,0.974,0.000,0.000,378.185,39.570,0.136,1.049,1.200,0.000,1.200,1.08
1986,11,28,0.000,0.000,0.000,0.000,-1.400,0.000,0.000,0.417,0.410,0.338,377.430,38.483,0.079,0.529,1.036,0.000,1.036,0.90
1986,11,29,0.000,0.000,0.000,0.000,-2.400,0.000,0.000,0.414,0.120,0.099,376.916,37.435,0.043,0.374,0.896,0.000,0.896,0.78
1986,11,30,0.000,0.000,0.000,0.000,-2.600,0.000,0.000,0.412,0.060,0.049,376.455,36.540,0.041,0.371,0.789,0.000,0.789,0.63
1986,12,1,0.000,0.000,0.000,0.000,-2.500,0.000,0.000,0.409,0.050,0.041,376.004,35.765,0.041,0.369,0.706,0.000,0.706,0.55
1986,12,2,0.000,0.000,0.000,0.000,-1.500,0.000,0.000,0.407,0.040,0.033,375.564,35.086,0.041,0.367,0.639,0.000,0.639,0.50
1986,12,3,0.000,0.000,0.000,0.000,-0.700,0.000,0.000,0.405,0.040,0.033,375.127,34.486,0.041,0.365,0.584,0.000,0.584,0.48
1986,12,4,0.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.402,0.040,0.033,374.692,33.951,0.040,0.363,0.539,0.000,0.539,0.45
1986,12,5,0.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.400,0.040,0.033,374.259,33.472,0.040,0.361,0.501,0.000,0.501,0.43
1986,12,6,0.010,0.000,0.000,0.000,0.100,0.000,0.000,0.398,0.030,0.025,373.836,33.039,0.040,0.359,0.468,0.000,0.468,0.40
1986,12,7,0.150,0.000,0.000,0.000,2.500,0.080,0.034,0.442,0.000,0.000,373.475,32.674,0.041,0.385,0.442,0.000,0.442,0.36
1986,12,8,0.000,0.000,0.000,0.000,2.400,0.000,0.000,0.393,0.200,0.164,372.918,32.326,0.042,0.367,0.419,0.000,0.419,0.32
1986,12,9,0.000,0.000,0.000,0.000,2.600,0.000,0.000,0.391,0.080,0.065,372.462,31.995,0.039,0.352,0.397,0.000,0.397,0.37
1986,12,10,1.020,0.000,0.000,0.000,2.500,0.840,0.359,0.871,0.000,0.000,372.431,31.975,0.056,0.652,0.396,0.000,0.396,0.43
1986,12,11,0.030,0.000,0.000,0.000,1.900,0.000,0.000,0.388,0.190,0.155,371.888,31.797,0.069,0.482,0.385,0.000,0.385,0.44
1986,12,12,0.000,0.000,0.000,0.000,1.200,0.000,0.000,0.385,0.200,0.163,371.340,31.507,0.040,0.347,0.367,0.000,0.367,0.42
1986,12,13,0.440,0.000,0.000,0.000,0.500,0.340,0.146,0.577,0.000,0.000,371.103,31.355,0.045,0.467,0.358,0.000,0.358,0.38
1986,12,14,5.650,0.000,0.000,0.000,1.700,5.480,2.343,3.530,0.000,0.000,373.052,32.996,0.160,2.363,0.465,0.000,0.465,0.40
1986,12,15,0.950,0.000,0.000,0.000,0.300,0.470,0.201,0.662,0.000,0.000,372.860,33.567,0.248,1.387,0.508,0.000,0.508,0.40
1986,12,16,12.070,0.000,0.000,0.000,0.700,11.650,4.920,7.147,0.000,0.000,377.364,37.039,0.297,4.645,0.847,0.000,0.847,0.49
